# title_id|version|kind|status|method|label|source|payload|note|delay_seconds
BCES01893|*|unlock|known|eboot_pc|Unlock FPS|Manual research||Known-compatible class, PC app required for safe EBOOT work.
BCES01893|*|60|known|eboot_pc|60 FPS target|Manual research||Known-compatible class, PC app required for safe EBOOT work.
BLUS30400|01.00|60|update_required|none|Atualize para 01.02 para 60 FPS|PS3 real lab||Patch 60 FPS conhecido exige o update oficial 01.02. Atualize o jogo, abra novamente e escaneie de novo.
BLUS30400|01.01|60|update_required|none|Atualize para 01.02 para 60 FPS|PS3 real lab||Patch 60 FPS conhecido exige o update oficial 01.02. Atualize o jogo, abra novamente e escaneie de novo.
BLUS30400|01.02|60|known|ncl|60 FPS (testado em PS3 real)|PS3 real lab|0 0035D3E4 38600000|Confirmado em PS3 real com update oficial 01.02; Just Cause 2 mudou de cerca de 30 FPS para cerca de 55 FPS em gameplay.
BLUS30400|01.02|unlock|known|ncl|Unlock FPS / +60 (testado em PS3 real)|PS3 real lab|0 0035D3E4 38600000|Confirmado em PS3 real com update oficial 01.02; Just Cause 2 mudou de cerca de 30 FPS para cerca de 55 FPS em gameplay.
BLUS30687|01.05|unlock|known|ncl|Unlock FPS (testado em PS3 real)|PS3 real lab|0 00DF70A8 38600000|Confirmado em PS3 real com webMAN PS3MAPI; Far Cry 3 BLUS30687 01.05 desbloqueou corretamente.
BCUS98103|01.10|30|known|ncl_constant|30 FPS|RPCS3toArtemis Working|0 00BB4352 0002|Confirmed working on real PS3 hardware. Source file: Uncharted Drake's Fortune.|120
BLUS30607|01.00|unlock|known|ncl|Unlock FPS (PSXPlace)|PSXPlace Confirmed|0 008A3238 28030001;0 008A30E4 28030001|Community confirmed on real PS3 hardware. Source file: Alice Madness Returns.|120
BLES01697|01.02|unlock|known|ncl|Unlock FPS (PSXPlace)|PSXPlace Confirmed|0 004E2998 38A00001|Community confirmed on real PS3 hardware. Source file: Alien Isolation.|120
NPEB01088|01.00|unlock|known|ncl|Unlock FPS (PSXPlace)|PSXPlace Confirmed|0 009802E8 2C030001;0 003491BC 2C040001;0 00980304 28030000;0 009801A4 28030000|Community confirmed on real PS3 hardware. Source file: Alien Rage.|120
BLES01455|01.05|unlock|known|ncl|Unlock FPS (PSXPlace)|PSXPlace Confirmed|0 005C92F8 2B800000|Community confirmed on real PS3 hardware. Source file: Aliens Colonial Marines.|120
BLUS30862|01.05|unlock|known|ncl|Unlock FPS (PSXPlace)|PSXPlace Confirmed|0 005C92F8 2B800000|Community confirmed on real PS3 hardware. Source file: Aliens Colonial Marines.|120
BLUS30341|01.00|unlock|known|ncl|Unlock FPS (PSXPlace)|PSXPlace Confirmed|0 00954970 2B090000;0 0095478C 2B800000|Community confirmed on real PS3 hardware. Source file: Alpha Protocol.|120
BLUS30721|01.02|unlock|known|ncl|Unlock FPS (PSXPlace)|PSXPlace Confirmed|0 00873024 28030001;0 00873170 28030001|Community confirmed on real PS3 hardware. Source file: Asura's Wrath.|120
BLES00759|01.02|unlock|known|ncl|Unlock FPS (PSXPlace)|PSXPlace Confirmed|0 0033CA5C 38600001|Community confirmed on real PS3 hardware. Source file: Blur.|120
BLES01684|01.02|unlock|known|ncl|Unlock FPS (PSXPlace) [Tested]|PSXPlace Confirmed|0 001EF34C 60000000|Community confirmed on real PS3 hardware. Source file: Borderlands 2.|120
BLES00562|01.02|unlock|known|ncl|Unlock FPS (PSXPlace)|PSXPlace Confirmed|0 00012EF4 3C888889;0 000132F0 3C888889;0 00017D90 3C888889;0 00022D48 3C888889;0 000686AC 3C888889;0 0007D680 3C888889;0 001594AC 3C888889;0 00161380 3C888889;0 00164CEC 3C888889;0 001BD978 3C888889;0 00201454 3C888889;0 002B2BC8 3C888889;0 002B339C 3C888889;0 002E3418 3C888889;0 002F005C 3C888889;0 002F44B0 3C888889;0 002F5274 3C888889;0 00303BFC 3C888889;0 00327ED8 3C888889;0 0034FB10 3C888889;0 006B7D24 3C888889;0 006B89F8 3C888889;0 006B8C28 3C888889;0 006B9270 3C888889;0 00A0246C 3C888889;0 011163C8 3C888889;0 0116B34C 3C888889;0 01353E5C 3C888889;0 013BE100 3C888889;0 013C0520 3C888889;0 000C479C 38600001;0 000C44F8 38600001|Community confirmed on real PS3 hardware. Source file: Brutal Legend.|120
BLES01134|01.03|unlock|known|ncl|Unlock FPS (PSXPlace)|PSXPlace Confirmed|0 009C1974 2C030001|Community confirmed on real PS3 hardware. Source file: Bulletstorm.|120
NPEB00293|01.00|60|known|ncl|60 FPS (RPCS3) [Tested]|PSXPlace Confirmed|0 000956B4 60000000;0 002B2044 3C888889|Community confirmed on real PS3 hardware. Source file: Castle Crashers.|120
BLUS30115|01.01|unlock|known|ncl|Unlock FPS (PSXPlace)|PSXPlace Confirmed|0 008FE1AC 38600001|Community confirmed on real PS3 hardware. Source file: Condemned 2 Bloodshot.|120
BLES01040|01.02|unlock|known|ncl|Unlock FPS (PSXPlace)|PSXPlace Confirmed|0 008F07D4 60000000;0 008F1E98 38600001;0 008F203C 38600001;0 008F39B0 38600001|Community confirmed on real PS3 hardware. Source file: Dead Space 2.|120
BLES01733|01.02|unlock|known|ncl|Unlock FPS (PSXPlace)|PSXPlace Confirmed|0 00928364 60000000;0 00934DFC 38600001;0 00932AEC 38600001;0 00932954 38600001|Community confirmed on real PS3 hardware. Source file: Dead Space 3.|120
BLUS31053|01.02|unlock|known|ncl|Unlock FPS (PSXPlace)|PSXPlace Confirmed|0 00928364 60000000;0 00934DFC 38600001;0 00932AEC 38600001;0 00932954 38600001|Community confirmed on real PS3 hardware. Source file: Dead Space 3.|120
BLES00308|01.00|unlock|known|ncl|Unlock FPS (PSXPlace)|PSXPlace Confirmed|0 00D5E938 00000000;0 004549A0 38600001;0 00454B60 38600001;0 00455950 38600001|Community confirmed on real PS3 hardware. Source file: Dead Space.|120
BLES01789|01.00|unlock|known|ncl|Unlock FPS (PSXPlace)|PSXPlace Confirmed|0 016AF2D0 60000000;0 016AF2DC 60000000;0 007B28D4 38600001;0 007AB89C 38600001;0 007B1FA4 28030001;0 007ED630 60000000;0 007BF970 60000000;0 007B2238 60000000|Community confirmed on real PS3 hardware. Source file: Deadpool.|120
BLUS31146|01.00|unlock|known|ncl|Unlock FPS (PSXPlace)|PSXPlace Confirmed|0 016AF2D0 60000000;0 016AF2DC 60000000;0 007B28D4 38600001;0 007AB89C 38600001;0 007B1FA4 28030001;0 007ED630 60000000;0 007BF970 60000000;0 007B2238 60000000|Community confirmed on real PS3 hardware. Source file: Deadpool.|120
BLES00467|*|unlock|known|ncl|Unlock FPS (PSXPlace) [Tested]|PSXPlace Confirmed|0 010B9E68 60000000;0 010B9EC0 60000000|Community confirmed on real PS3 hardware. Source file: Destroy All Humans! Path Of The Furon.|120
BLUS31317|01.00|unlock|known|ncl|Unlock FPS (PSXPlace)|PSXPlace Confirmed|0 002A205C 60000000|Community confirmed on real PS3 hardware. Source file: Deus Ex Human Revolution Directors Cut.|120
NPUB31099|01.00|unlock|known|ncl|Unlock FPS (PSXPlace)|PSXPlace Confirmed|0 000F8908 60000000|Community confirmed on real PS3 hardware. Source file: Disney Castle Of Illusion Starring Mickey Mouse.|120
BLES00231|01.00|60|known|ncl|60 FPS (RPCS3)|PSXPlace Confirmed|0 001622DC 60000000;0 0016349C 60000000|Community confirmed on real PS3 hardware. Source file: Dragon Ball Z Burst Limit.|120
BLUS30117|01.00|60|known|ncl|60 FPS (RPCS3)|PSXPlace Confirmed|0 00162228 60000000;0 001633E8 60000000|Community confirmed on real PS3 hardware. Source file: Dragon Ball Z Burst Limit.|120
BLUS30720|01.05|unlock|known|ncl|Unlock FPS (PSXPlace)|PSXPlace Confirmed|0 00EF0C74 60000000;0 00EF0C88 60000000|Community confirmed on real PS3 hardware. Source file: Dragon's Dogma.|120
BLUS31155|01.02|unlock|known|ncl|Unlock FPS (PSXPlace)|PSXPlace Confirmed|0 00F5AAB4 60000000;0 00F5AAC8 60000000|Community confirmed on real PS3 hardware. Source file: Dragon's Dogma Dark Arisen.|120
BLES01147|01.03|unlock|known|ncl|Unlock FPS (PSXPlace)|PSXPlace Confirmed|0 00486E34 39240002|Community confirmed on real PS3 hardware. Source file: Duke Nukem Forever.|120
BLES00989|01.01|unlock|known|ncl|Unlock FPS (PSXPlace)|PSXPlace Confirmed|0 00A01D3C 28030001;0 00A01E94 28050001;0 008863DC 38600001;0 00A0E24C 38600001|Community confirmed on real PS3 hardware. Source file: Enslaved Odyssey To The West.|120
BLUS30451|01.00|unlock|known|ncl|Unlock FPS (PSXPlace)|PSXPlace Confirmed|0 00702BCC 60000000|Community confirmed on real PS3 hardware. Source file: Fallout 3 GOTY Edition.|120
BLUS30888|01.00|unlock|known|ncl|Unlock FPS (RPCS3) [Tested]|PSXPlace Confirmed|0 0097504C 60000000|Community confirmed on real PS3 hardware. Source file: Fallout New Vegas Ultimate Edition.|120
BLUS30178|01.04|unlock|known|ncl|Unlock FPS (PSXPlace)|PSXPlace Confirmed|0 00886204 3BE00002|Community confirmed on real PS3 hardware. Source file: Far Cry 2.|120
BLES01137|01.05|unlock|known|ncl|Unlock FPS (PSXPlace)|PSXPlace Confirmed|0 00DF70A8 38600000|Community confirmed on real PS3 hardware. Source file: Far Cry 3.|120
NPEB01322|01.01|unlock|known|ncl|Unlock FPS (PSXPlace)|PSXPlace Confirmed|0 00DECCC4 60000000;0 00DECCC8 38800000|Community confirmed on real PS3 hardware. Source file: Far Cry 3 Blood Dragon.|120
BLUS31420|01.07|unlock|known|ncl|Unlock FPS (PSXPlace)|PSXPlace Confirmed|0 0024A6F8 38800000|Community confirmed on real PS3 hardware. Source file: Far Cry 4.|120
NPEB00989|01.00|unlock|known|ncl|Unlock FPS (PSXPlace)|PSXPlace Confirmed|0 00502754 38000000|Community confirmed on real PS3 hardware. Source file: Far Cry Classic.|120
BLUS30294|01.02|unlock|known|ncl|Unlock FPS (PSXPlace)|PSXPlace Confirmed|0 0096C3EC 39600001|Community confirmed on real PS3 hardware. Source file: File 0x00702ECC  Orig 20630002 - New 38600001Marvel Ultimate Alliance 2.|120
MRTC00003|01.00|unlock|known|ncl|Unlock FPS (PSXPlace)|PSXPlace Confirmed|0 008D2E94 38800001|Community confirmed on real PS3 hardware. Source file: FINAL FANTASY XIII.|120
BCES00050|01.10|unlock|known|ncl|Unlock FPS (PSXPlace)|PSXPlace Confirmed|0 001821A0 60000000|Community confirmed on real PS3 hardware. Source file: Folklore.|120
BLES01128|01.00|unlock|known|ncl|Unlock FPS (PSXPlace) [Tested]|PSXPlace Confirmed|0 00F18840 00000000|Community confirmed on real PS3 hardware. Source file: Grand Theft Auto IV Complete Edition.|120
BLES00070|01.01|60|known|ncl|60 FPS (RPCS3) [Tested]|PSXPlace Confirmed|0 0066B764 38800001|Community confirmed on real PS3 hardware. Source file: Harry Potter And The Order Of The Phoenix.|120
BLES00157|01.01|unlock|known|ncl|Unlock FPS (PSXPlace)|PSXPlace Confirmed|0 007411A8 38600001;0 00742D10 38600001;0 00E4E36C 3D4CCCCD;0 00E4E364 3D03D70A;0 0068D1B8 60000000|Community confirmed on real PS3 hardware. Source file: Haze.|120
BLES00169|01.01|unlock|known|ncl|Unlock FPS (PSXPlace)|PSXPlace Confirmed|0 007411A8 38600001;0 00742D10 38600001;0 00E4E36C 3D4CCCCD;0 00E4E364 3D03D70A;0 0068D1B8 60000000|Community confirmed on real PS3 hardware. Source file: Haze.|120
BLUS30094|01.01|unlock|known|ncl|Unlock FPS (PSXPlace)|PSXPlace Confirmed|0 007411A8 38600001;0 00742D10 38600001;0 00E4E36C 3D4CCCCD;0 00E4E364 3D03D70A;0 0068D1B8 60000000|Community confirmed on real PS3 hardware. Source file: Haze.|120
BLES00962|01.04|unlock|known|ncl|Unlock FPS (PSXPlace)|PSXPlace Confirmed|0 007EEAB8 28030001;0 007EEC08 38800001;0 007EEC60 28030001|Community confirmed on real PS3 hardware. Source file: Homefront.|120
NPUB30383|01.00|unlock|known|ncl|Unlock FPS (PSXPlace)|PSXPlace Confirmed|0 0074BCD4 60000000;0 0074BBFC 60000000|Community confirmed on real PS3 hardware. Source file: I Am Alive.|120
NPUA80638|01.00|unlock|known|ncl|Unlock FPS [Tested] (PSXPlace)|PSXPlace Confirmed|0 0013ACB0 60000000|Community confirmed on real PS3 hardware. Source file: inFamous 2.|120
NPUA80638|01.00|unlock|known|ncl|Unlock FPS + 59fps Cap [Tested] (PSXPlace)|PSXPlace Confirmed|0 0013ACB0 60000000;0 0054B284 E81D00E0;0 0054B288 2FA00000;0 0054B28C 419E0020;0 0054B290 3D600015;0 0054B294 616B6E7D;0 0054B298 7D40D050;0 0054B29C 7FAA5840;0 0054B2A0 409C000C;0 0054B2A4 7F4C42E6;0 0054B2A8 4BFFFFF0;0 0054B2AC 811E8038;0 0054B2B0 4BB3E3A4;0 00089650 484C1C34|Community confirmed on real PS3 hardware. Source file: inFamous 2.|120
BLUS30374|01.00|unlock|known|ncl|Unlock FPS (PSXPlace)|PSXPlace Confirmed|0 00A785E8 3BE00002|Community confirmed on real PS3 hardware. Source file: James Camerons Avatar The Game.|120
NPUB30606|01.02|60|known|ncl|60 FPS (RPCS3) [Tested]|PSXPlace Confirmed|0 004087A8 38600000|Community confirmed on real PS3 hardware. Source file: Just Cause 2.|120
NPUB30606|01.02|unlock|unavailable|none|Use 60 FPS alvo|PSXPlace Confirmed||Entrada ilimitada bloqueada: o mesmo payload tambem existe como 60 FPS alvo e nao ha confirmacao clara de FPS ilimitado.
BCAS20292|01.00|unlock|known|ncl|Unlock FPS (PSXPlace) [Tested]|PSXPlace Confirmed|0 009913B8 60000000;0 00991418 60000000;0 0099141C 60000000|Community confirmed on real PS3 hardware. Source file: Killer Is Dead.|120
BCES00081|01.29|unlock|known|ncl|Unlock FPS (PSXPlace)|PSXPlace Confirmed|0 00048F98 38800001|Community confirmed on real PS3 hardware. Source file: Killzone 2.|120
BCUS98116|01.29|unlock|known|ncl|Unlock FPS (PSXPlace)|PSXPlace Confirmed|0 00048F98 38800001|Community confirmed on real PS3 hardware. Source file: Killzone 2.|120
BLES01525|01.00|unlock|known|ncl|Unlock FPS (PSXPlace)|PSXPlace Confirmed|0 008F88F8 38800001;0 008F8908 28030001|Community confirmed on real PS3 hardware. Source file: Lollipop Chainsaw.|120
BLUS30917|01.00|unlock|known|ncl|Unlock FPS (PSXPlace) [Tested]|PSXPlace Confirmed|0 008F8908 28030001|Community confirmed on real PS3 hardware. Source file: Lollipop Chainsaw PE.|120
BLUS30917|01.00|unlock|known|ncl|Unlock FPS (RPCS3)|PSXPlace Confirmed|0 00932F2C 60000000;0 00932F8C 60000000;0 00932F90 60000000|Community confirmed on real PS3 hardware. Source file: Lollipop Chainsaw PE.|120
BLES02197|01.01|60|known|ncl|60 FPS (PSXPlace) [Tested]|PSXPlace Confirmed|0 00171300 60000000|Community confirmed on real PS3 hardware. Source file: Lost Dimension.|120
BLJM61166|01.01|60|known|ncl|60 FPS (PSXPlace) [Tested]|PSXPlace Confirmed|0 00171300 60000000|Community confirmed on real PS3 hardware. Source file: Lost Dimension.|120
BLUS31554|01.01|60|known|ncl|60 FPS (PSXPlace) [Tested]|PSXPlace Confirmed|0 00171300 60000000|Community confirmed on real PS3 hardware. Source file: Lost Dimension.|120
MRTC00002|01.01|unlock|known|ncl|Unlock FPS (PSXPlace) [Tested]|PSXPlace Confirmed|0 013DC518 60000000;0 013DC524 60000000|Community confirmed on real PS3 hardware. Source file: Lost Planet 2.|120
MRTC00002|01.01|unlock|known|ncl|Unlock FPS v01.00 (RPCS3)|PSXPlace Confirmed|0 01394BB8 60000000;0 01394BC4 60000000|Community confirmed on real PS3 hardware. Source file: Lost Planet 2.|120
BLUS31020|01.02|unlock|known|ncl|Unlock FPS (PSXPlace)|PSXPlace Confirmed|0 0078008C 28030000;0 007801CC 28040000|Community confirmed on real PS3 hardware. Source file: Lost Planet 3.|120
BLES00246|02.00|unlock|known|ncl|Unlock FPS (PSXPlace)|PSXPlace Confirmed|0 000DB720 4E800020|Community confirmed on real PS3 hardware. Source file: METAL GEAR SOLID 4 GUNS OF THE PATRIOTS.|120
MRTC00014|01.01|unlock|known|ncl|Unlock FPS (PSXPlace)|PSXPlace Confirmed|0 003D9728 60000000|Community confirmed on real PS3 hardware. Source file: Mindjack.|120
BLES00322|01.01|unlock|known|ncl|Unlock FPS (PSXPlace)|PSXPlace Confirmed|0 0091FE98 2B800000;0 009205B4 2B090000;0 00920568 2B800000|Community confirmed on real PS3 hardware. Source file: Mirrors Edge.|120
BCES00006|01.00|unlock|known|ncl|Unlock FPS (PSXPlace)|PSXPlace Confirmed|0 0001852C 38C00001;0 00018530 39000001;0 0087F3A0 39000001|Community confirmed on real PS3 hardware. Source file: MotorStorm.|120
BLUS31201|01.03|unlock|known|ncl|Unlock FPS (PSXPlace)|PSXPlace Confirmed|0 01861F80 404E0000;0 01861F88 3F911111|Community confirmed on real PS3 hardware. Source file: Need for Speed Rivals.|120
BLUS30580|01.02|unlock|known|ncl|Unlock FPS (PSXPlace)|PSXPlace Confirmed|0 009FB928 4280001C|Community confirmed on real PS3 hardware. Source file: Need for Speed SHIFT 2 UNLEASHED.|120
BLUS30391|01.03|unlock|known|ncl|Unlock FPS (PSXPlace)|PSXPlace Confirmed|0 0089AF64 38000000;0 008A4850 60000000|Community confirmed on real PS3 hardware. Source file: Need for Speed SHIFT.|120
BLUS30754|01.00|unlock|known|ncl|The Two Thrones Unlock FPS (PSXPlace)|PSXPlace Confirmed|0 0009381C 60000000|Community confirmed on real PS3 hardware. Source file: Prince Of Persia Trilogy 3D.|120
BLUS30754|01.00|unlock|known|ncl|Warrior Within Unlock FPS (PSXPlace)|PSXPlace Confirmed|0 00824E10 60000000|Community confirmed on real PS3 hardware. Source file: Prince Of Persia Trilogy 3D.|120
BLES01532|01.00|unlock|known|ncl|UnlockFPS (PSXPlace)|PSXPlace Confirmed|0 006E9BE8 60000000;0 006E9B60 60000000|Community confirmed on real PS3 hardware. Source file: Prototype 2.|120
BLUS30756|01.00|unlock|known|ncl|UnlockFPS (PSXPlace)|PSXPlace Confirmed|0 006E9BE8 60000000;0 006E9B60 60000000|Community confirmed on real PS3 hardware. Source file: Prototype 2.|120
BCAS20200|01.03|unlock|known|ncl|Unlock FPS (PSXPlace)|PSXPlace Confirmed|0 0073C7A0 38600001;0 0073C78C 38A00001|Community confirmed on real PS3 hardware. Source file: Ratchet And Clank All 4 One.|120
BCES01141|01.03|unlock|known|ncl|Unlock FPS (PSXPlace)|PSXPlace Confirmed|0 0073C7A0 38600001;0 0073C78C 38A00001|Community confirmed on real PS3 hardware. Source file: Ratchet And Clank All 4 One.|120
BCJS30081|01.03|unlock|known|ncl|Unlock FPS (PSXPlace)|PSXPlace Confirmed|0 0073C7A0 38600001;0 0073C78C 38A00001|Community confirmed on real PS3 hardware. Source file: Ratchet And Clank All 4 One.|120
BCUS98175|01.03|unlock|known|ncl|Unlock FPS (PSXPlace)|PSXPlace Confirmed|0 0073C7A0 38600001;0 0073C78C 38A00001|Community confirmed on real PS3 hardware. Source file: Ratchet And Clank All 4 One.|120
NPEA00356|01.03|unlock|known|ncl|Unlock FPS (PSXPlace)|PSXPlace Confirmed|0 0073C7A0 38600001;0 0073C78C 38A00001|Community confirmed on real PS3 hardware. Source file: Ratchet And Clank All 4 One.|120
BCUS99245|01.00|unlock|known|ncl|Unlock FPS (PSXPlace) [Tested]|PSXPlace Confirmed|0 0069A550 38A00001|Community confirmed on real PS3 hardware. Source file: Ratchet And Clank Into The Nexus.|120
BCUS99245|01.00|unlock|known|ncl|Unlock FPS v01.01 (RPCS3)|PSXPlace Confirmed|0 0032FF02 3A83;0 0032FF0E 126F|Community confirmed on real PS3 hardware. Source file: Ratchet And Clank Into The Nexus.|120
BCES01908|01.01|unlock|known|ncl|Unlock FPS (PSXPlace)|PSXPlace Confirmed|0 0069A550 38A00001;0 0069A564 38600001|Community confirmed on real PS3 hardware. Source file: Ratchet And Clank Nexus.|120
BLES01701|01.00|unlock|known|ncl|Unlock FPS (PSXPlace)|PSXPlace Confirmed|0 00A347D4 28030001;0 00A34914 28030001|Community confirmed on real PS3 hardware. Source file: Remember Me.|120
BLES00816|01.01|unlock|known|ncl|Unlock FPS (RPCS3) [Tested]|PSXPlace Confirmed|0 00C27CAC 60000000;0 00C27CB8 60000000|Community confirmed on real PS3 hardware. Source file: Resident Evil 5 Gold Edition.|120
BLES00816|01.01|unlock|known|ncl|Unlock FPS (PSXPlace) [Tested]|PSXPlace Confirmed|0 00C27964 60000000;0 00C27970 60000000|Community confirmed on real PS3 hardware. Source file: Resident Evil 5 Gold Edition.|120
BLUS30855|01.01|unlock|known|ncl|Unlock FPS (PSXPlace)|PSXPlace Confirmed|0 010E5B18 60000000;0 010E5B2C 60000000|Community confirmed on real PS3 hardware. Source file: Resident Evil 6.|120
NPEB02076|01.00|unlock|known|ncl|Unlock FPS (PSXPlace)|PSXPlace Confirmed|0 007C77A4 60000000;0 007C77B8 60000000|Community confirmed on real PS3 hardware. Source file: Resident Evil Remaster.|120
NPJB00653|01.00|unlock|known|ncl|Unlock FPS (PSXPlace)|PSXPlace Confirmed|0 007C77A4 60000000;0 007C77B8 60000000|Community confirmed on real PS3 hardware. Source file: Resident Evil Remaster.|120
NPUB31552|01.00|unlock|known|ncl|Unlock FPS (PSXPlace)|PSXPlace Confirmed|0 007C77A4 60000000;0 007C77B8 60000000|Community confirmed on real PS3 hardware. Source file: Resident Evil Remaster.|120
BLUS31444|01.00|unlock|known|ncl|Unlock FPS (PSXPlace)|PSXPlace Confirmed|0 00F310BC 60000000;0 00F310D0 60000000|Community confirmed on real PS3 hardware. Source file: Resident Evil Revelations 2.|120
BLES01773|01.01|unlock|known|ncl|Unlock FPS (PSXPlace)|PSXPlace Confirmed|0 00B73910 60000000;0 00B73924 60000000|Community confirmed on real PS3 hardware. Source file: Resident Evil Revelations.|120
NPEB00816|01.00|unlock|known|ncl|Unlock FPS (PSXPlace)|PSXPlace Confirmed|0 0046B354 60000000|Community confirmed on real PS3 hardware. Source file: Resident Evil The Darkside Chronicles.|120
NPUB30648|01.00|unlock|known|ncl|Unlock FPS (PSXPlace)|PSXPlace Confirmed|0 0046B354 60000000|Community confirmed on real PS3 hardware. Source file: Resident Evil The Darkside Chronicles.|120
NPEB00817|01.01|unlock|known|ncl|Unlock FPS (PSXPlace)|PSXPlace Confirmed|0 0007CB6C 60000000|Community confirmed on real PS3 hardware. Source file: Resident Evil The Umbrella Chronicles.|120
NPUB30650|01.01|unlock|known|ncl|Unlock FPS (PSXPlace)|PSXPlace Confirmed|0 0007CB6C 60000000|Community confirmed on real PS3 hardware. Source file: Resident Evil The Umbrella Chronicles.|120
BCES00226|01.60|unlock|known|ncl|Unlock FPS (PSXPlace)|PSXPlace Confirmed|0 0065066C 42800088;0 00D62F34 3C888889|Community confirmed on real PS3 hardware. Source file: Resistance 2.|120
BCES01118|01.00|unlock|known|ncl|Unlock FPS (RPCS3) [Tested]|PSXPlace Confirmed|0 007EEAC8 C0228DCC;0 00F02AD4 38D1B717;0 00736C44 60000000|Community confirmed on real PS3 hardware. Source file: Resistance 3.|120
BCUS98176|01.00|unlock|known|ncl|Unlock FPS (RPCS3) [Tested]|PSXPlace Confirmed|0 007EEAC8 C0228DCC;0 00F02AD4 38D1B717;0 00736C44 60000000|Community confirmed on real PS3 hardware. Source file: Resistance 3.|120
BCES01118|01.00|unlock|known|ncl|Unlock FPS (PSXPlace) [Tested]|PSXPlace Confirmed|0 00817D48 C0228DD4;0 00F330FC 38D1B717;0 0075FA54 60000000|Community confirmed on real PS3 hardware. Source file: Resistance 3.|120
BCUS98176|01.00|unlock|known|ncl|Unlock FPS (PSXPlace) [Tested]|PSXPlace Confirmed|0 00817D48 C0228DD4;0 00F330FC 38D1B717;0 0075FA54 60000000|Community confirmed on real PS3 hardware. Source file: Resistance 3.|120
BLES01050|01.00|unlock|known|ncl|Unlock FPS (PSXPlace)|PSXPlace Confirmed|0 00B6A0C0 2B890000;0 00B6A078 2B800000|Community confirmed on real PS3 hardware. Source file: Saw 2.|120
BLES00676|01.00|unlock|known|ncl|Unlock FPS (PSXPlace)|PSXPlace Confirmed|0 018BEC38 3C888889;0 018C2000 3C888889;0 018D5914 3C888889;0 00A60F80 2B800000|Community confirmed on real PS3 hardware. Source file: Saw.|120
NPUB31165|01.01|unlock|known|ncl|Unlock FPS (PSXPlace)|PSXPlace Confirmed|0 00622BE0 60000000|Community confirmed on real PS3 hardware. Source file: Serious Sam 3 BFE.|120
BLES01276|01.00|unlock|known|ncl|Unlock FPS (PSXPlace)|PSXPlace Confirmed|0 009E0CE4 60000000;0 009E0D64 60000000;0 009A5F38 28030001;0 009A5E0C 28030001;0 009A5F28 38800001|Community confirmed on real PS3 hardware. Source file: Shadows Of The Damned.|120
BLUS30565|01.01|unlock|known|ncl|Unlock FPS (PSXPlace)|PSXPlace Confirmed|0 0077D8E8 38600001;0 0073283C 38600001;0 0077F6E8 38600001;0 0072CC6C 28030000;0 0072CB30 28030000|Community confirmed on real PS3 hardware. Source file: Silent Hill Downpour.|120
BLES00460|01.00|unlock|known|ncl|Unlock FPS (PSXPlace)|PSXPlace Confirmed|0 0005A6BC 38000001|Community confirmed on real PS3 hardware. Source file: Silent Hill Homecoming.|120
